Course ID,Discipline,Course Name,SME Name,Institute,Co-ordinating Institute,Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to join the course,Old course URL,NPTEL URL,information,TRAIN,cluster
noc23-ch48,Chemical Engineering,chemical process intensification,Prof. Subrata Kumar Majumder,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ch48/preview,https://onlinecourses.nptel.ac.in/noc22_ch55/preview,https://nptel.ac.in/courses/103103152,"An error occurred: HTTPSConnectionPool(host='onlinecourses.nptel.ac.in', port=443): Read timed out. (read timeout=3)","Chemical Engineeringchemical process intensificationAn error occurred: HTTPSConnectionPool(host='onlinecourses.nptel.ac.in', port=443): Read timed out. (read timeout=3)",9
noc23-ch49,Chemical Engineering,fluidization engineering,Prof. Subrata Kumar Majumder,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ch49/preview,https://onlinecourses.nptel.ac.in/noc22_ch56/preview,https://nptel.ac.in/courses/103103132,"ABOUT THE COURSE:    This course is intended for learners who find themselves involved ranging from pure academic interest to direct industrial necessity in problems concerning the fluidized state. This course mainly covers the basic principles of fluidization phenomena and introduces the learner to the fundamental and practical aspects of basic fluidization operations for industrial application. This course may also be useful for who are doing research in multiphase system in chemical, metallurgical, and mining engineering programs.               INTENDED AUDIENCE   : UG and PG students of Chemical, Petroleum, Material Science and Mechanical Engineering/ Engineering Physics/ Physics                            INDUSTRY SUPPORT         :     Petroleum industries","Chemical Engineeringfluidization engineeringABOUT THE COURSE:    This course is intended for learners who find themselves involved ranging from pure academic interest to direct industrial necessity in problems concerning the fluidized state. This course mainly covers the basic principles of fluidization phenomena and introduces the learner to the fundamental and practical aspects of basic fluidization operations for industrial application. This course may also be useful for who are doing research in multiphase system in chemical, metallurgical, and mining engineering programs.               INTENDED AUDIENCE   : UG and PG students of Chemical, Petroleum, Material Science and Mechanical Engineering/ Engineering Physics/ Physics                            INDUSTRY SUPPORT         :     Petroleum industries",42
noc23-ch50,Chemical Engineering,chemical reaction engineering-i,Prof. Bishnupada Mandal,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,"Minor 1 in Chemical
Minor 2 in Chemical
Minor 3 in Chemical",https://onlinecourses.nptel.ac.in/noc23_ch50/preview,https://onlinecourses.nptel.ac.in/noc22_ch51/preview,https://nptel.ac.in/courses/103103153,"ABOUT THE COURSE:    This course will provide an overview of chemical kinetics and reactor design at basic to an intermediate level. Coverage will be relatively broad. This course applies the concepts of reaction rate, stoichiometry and equilibrium to the analysis of chemical and biological reacting systems such as derivation of rate expressions from reaction mechanisms and equilibrium or steady state assumptions and design of chemical and biochemical reactors via synthesis of chemical kinetics, and mass and energy balances. The goal is to provide students with the theoretical/analytical background to understand chemical kinetics and reactor design and to tackle the short of complex problems.                INTENDED AUDIENCE   : B.Tech in Chemical Engineering and allied disciplines            INDUSTRY SUPPORT   : Almost all chemical industries including IOCL., OIL, ONGC, etc","Chemical Engineeringchemical reaction engineering-iABOUT THE COURSE:    This course will provide an overview of chemical kinetics and reactor design at basic to an intermediate level. Coverage will be relatively broad. This course applies the concepts of reaction rate, stoichiometry and equilibrium to the analysis of chemical and biological reacting systems such as derivation of rate expressions from reaction mechanisms and equilibrium or steady state assumptions and design of chemical and biochemical reactors via synthesis of chemical kinetics, and mass and energy balances. The goal is to provide students with the theoretical/analytical background to understand chemical kinetics and reactor design and to tackle the short of complex problems.                INTENDED AUDIENCE   : B.Tech in Chemical Engineering and allied disciplines            INDUSTRY SUPPORT   : Almost all chemical industries including IOCL., OIL, ONGC, etc",220
noc23-ch51,Chemical Engineering,mechanical unit operations,Prof. Nanda Kishore,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Minor 1 in Chemical,https://onlinecourses.nptel.ac.in/noc23_ch51/preview,https://onlinecourses.nptel.ac.in/noc22_ch54/preview,https://nptel.ac.in/courses/103103155,"ABOUT THE COURSE:    Chemical engineering consists of several unit operations and unit processes. Before the reaction step,the raw materials should be processed through various unit operations and similarly after the reaction step as well the products are passed through various unit operations either for product separation or forpurity. Thus unit operations are very essentially part of the chemical engineering; and hence, basic knowledge about the principles and equipment of solid-solid unit operations and solid-liquid unit operations is mandatory for any professional chemical engineer.                INTENDED AUDIENCE       : Chemical Engineering, Biotechnology and Food Engineering","Chemical Engineeringmechanical unit operationsABOUT THE COURSE:    Chemical engineering consists of several unit operations and unit processes. Before the reaction step,the raw materials should be processed through various unit operations and similarly after the reaction step as well the products are passed through various unit operations either for product separation or forpurity. Thus unit operations are very essentially part of the chemical engineering; and hence, basic knowledge about the principles and equipment of solid-solid unit operations and solid-liquid unit operations is mandatory for any professional chemical engineer.                INTENDED AUDIENCE       : Chemical Engineering, Biotechnology and Food Engineering",519
noc23-ch52,Chemical Engineering,transport phenomena of non-newtonian fluids,Prof. Nanda Kishore,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ch52/preview,https://onlinecourses.nptel.ac.in/noc22_ch53/preview,https://nptel.ac.in/courses/103103146,"ABOUT THE COURSE:    Non-Newtonian fluids are often encountered in our daily life as well as in many industries. Some of the daily-life applications include personal care products such as cosmetics, gels, pastes; food stuffs such as sandwich spreads, ketchup, chocolate, soups, etc. Some of the industrial applications include processing of many polymers, paints and detergents, degassing of polymeric melts and glasses, use of non-Newtonian polymers in enhanced oil recovery, non-Newtonian fluidized beds, wastewater treatment, production of polymeric alloys and ceramics via liquid routes, pharmaceutical products wherein the polymer thickening agents are used to enhance their stability for extended shelf-life, pulp and paper industries, etc. Because of aforementioned overwhelming applications, it is required for both undergraduate and postgraduate students to acquire enough academic experience related to the momentum, heat and mass transfer phenomena associated with non-Newtonian fluids. Thus, in this course, details of types and mathematical models of non-Newtonian fluids, and their momentum, heat and mass transport phenomena are discussed along with the corresponding boundary layer flows. Problems would be discussed on the cases of engineering applications where combined momentum and heat transfer, combined momentum and mass transfer, combined mass and heat transfer, combined heat and mass transport along with homogenous and/or heterogeneous reactions are involved simultaneously.                      INTENDED AUDIENCE:   Chemical Engineering, Biotechnology, Food Engineering, Mechanical Engineering.            PREREQUISITES:   Fluid Mechanics, Heat Transfer, Mass Transfer.","Chemical Engineeringtransport phenomena of non-newtonian fluidsABOUT THE COURSE:    Non-Newtonian fluids are often encountered in our daily life as well as in many industries. Some of the daily-life applications include personal care products such as cosmetics, gels, pastes; food stuffs such as sandwich spreads, ketchup, chocolate, soups, etc. Some of the industrial applications include processing of many polymers, paints and detergents, degassing of polymeric melts and glasses, use of non-Newtonian polymers in enhanced oil recovery, non-Newtonian fluidized beds, wastewater treatment, production of polymeric alloys and ceramics via liquid routes, pharmaceutical products wherein the polymer thickening agents are used to enhance their stability for extended shelf-life, pulp and paper industries, etc. Because of aforementioned overwhelming applications, it is required for both undergraduate and postgraduate students to acquire enough academic experience related to the momentum, heat and mass transfer phenomena associated with non-Newtonian fluids. Thus, in this course, details of types and mathematical models of non-Newtonian fluids, and their momentum, heat and mass transport phenomena are discussed along with the corresponding boundary layer flows. Problems would be discussed on the cases of engineering applications where combined momentum and heat transfer, combined momentum and mass transfer, combined mass and heat transfer, combined heat and mass transport along with homogenous and/or heterogeneous reactions are involved simultaneously.                      INTENDED AUDIENCE:   Chemical Engineering, Biotechnology, Food Engineering, Mechanical Engineering.            PREREQUISITES:   Fluid Mechanics, Heat Transfer, Mass Transfer.",123
noc23-ch53,Chemical Engineering,mass transfer operations ii,Prof. Chandan Das,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Minor 1 in Chemical,https://onlinecourses.nptel.ac.in/noc23_ch53/preview,https://onlinecourses.nptel.ac.in/noc22_ch52/preview,https://nptel.ac.in/courses/103103154,"ABOUT THE COURSE:    This course will provide an overview on mass transfer at basic to an intermediate level. This course applies the concepts of diffusion and interphase mass transfer to the analysis of different unit operations such as humidification, drying, adsorption,extraction, leaching, crystallization and membrane processes. The course synthesizes fundamental concepts and analytical skills to understand mass transfer operations and to tackle the sort of complex problems. Information on key topics will be provided in the form of summary of lecture notes, problems and adequate references.            INTENDED AUDIENCE  : Under graduate students/Candidates from professional fields        PREREQUISITES   :         Mass Transfer Operations I.        INDUSTRY SUPPORT   : All chemical and design industries like TATA STEEL, Worley Parsons Oman Engineering LLC, Hindalco Industries Limited,Indian Oil Corporation Ltd., Engineers India Ltd, etc..","Chemical Engineeringmass transfer operations iiABOUT THE COURSE:    This course will provide an overview on mass transfer at basic to an intermediate level. This course applies the concepts of diffusion and interphase mass transfer to the analysis of different unit operations such as humidification, drying, adsorption,extraction, leaching, crystallization and membrane processes. The course synthesizes fundamental concepts and analytical skills to understand mass transfer operations and to tackle the sort of complex problems. Information on key topics will be provided in the form of summary of lecture notes, problems and adequate references.            INTENDED AUDIENCE  : Under graduate students/Candidates from professional fields        PREREQUISITES   :         Mass Transfer Operations I.        INDUSTRY SUPPORT   : All chemical and design industries like TATA STEEL, Worley Parsons Oman Engineering LLC, Hindalco Industries Limited,Indian Oil Corporation Ltd., Engineers India Ltd, etc..",123
noc23-ch54,Chemical Engineering,introduction to polymer physics-iitg,Prof. Amit Kumar,IITG,IITG,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ch54/preview,https://onlinecourses.nptel.ac.in/noc22_ch49/preview,https://nptel.ac.in/courses/103103139,"ABOUT THE COURSE:    Polymer physics is important to understand the structure-property relation in polymers. An understanding of the structural features and interactions responsible for polymer properties can aid in tuning the desirable properties. This introductory course will discuss the models for ideal polymer chains, and thermodynamics of polymer solutions and blends, focusing on miscibility. The course will also cover the different methods to measure polymer molar mass, which has a strong effect on polymer properties. The physics of branching and network formation will be introduced with reference to branched polymers, dendrimers and cross-linked polymers. The course will also discuss mechanical properties of polymers with focus on viscoelasticity and rubber elasticity. Finally, a brief introduction to polymer dynamics will be provided.               INTENDED AUDIENCE   :     Undergraduate (preferably final year) and post graduate students; professional practitioners working in the area of polymers                PREREQUISITES   : Thermodynamics, Engineering Mathematics.                INDUSTRY SUPPORT         :     Companies working on polymers/plastics such as Reliance Industries Limited, GAIL, DuPont, Dow, SABIC.","Chemical Engineeringintroduction to polymer physics-iitgABOUT THE COURSE:    Polymer physics is important to understand the structure-property relation in polymers. An understanding of the structural features and interactions responsible for polymer properties can aid in tuning the desirable properties. This introductory course will discuss the models for ideal polymer chains, and thermodynamics of polymer solutions and blends, focusing on miscibility. The course will also cover the different methods to measure polymer molar mass, which has a strong effect on polymer properties. The physics of branching and network formation will be introduced with reference to branched polymers, dendrimers and cross-linked polymers. The course will also discuss mechanical properties of polymers with focus on viscoelasticity and rubber elasticity. Finally, a brief introduction to polymer dynamics will be provided.               INTENDED AUDIENCE   :     Undergraduate (preferably final year) and post graduate students; professional practitioners working in the area of polymers                PREREQUISITES   : Thermodynamics, Engineering Mathematics.                INDUSTRY SUPPORT         :     Companies working on polymers/plastics such as Reliance Industries Limited, GAIL, DuPont, Dow, SABIC.",118
noc23-ch55,Chemical Engineering,natural gas engineering,Prof. Pankaj Tiwari,IITG,IITG,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ch55/preview,https://onlinecourses.nptel.ac.in/noc22_ch57/preview,https://nptel.ac.in/courses/103103140,"ABOUT THE COURSE:    The field of natural gas engineering is very much important for petroleum engineers specializing in gas processing technology. The course outlines an optimal balance between natural gas production, natural gas processing and gas transportation. An extensive treatise on natural gas engineering, both upstream and gas refining processes with key equipment and facility design will be covered. This course will also highlight the current status of production of natural gas through unconventional sources/technics and the applications of natural gas.            INTENDED AUDIENCE :       Under graduate and post graduate students professional practitioner in the discipline of Chemical Engineering. Petroleum Engineering, Mechanical Engineering, Energy          PREREQUISITES :       Bachelor Degree in any Engineering discipline          INDUSTRY SUPPORT :       Petroleum Industries/companies: ONGC, OIL, GAIL, IOCL, etc.","Chemical Engineeringnatural gas engineeringABOUT THE COURSE:    The field of natural gas engineering is very much important for petroleum engineers specializing in gas processing technology. The course outlines an optimal balance between natural gas production, natural gas processing and gas transportation. An extensive treatise on natural gas engineering, both upstream and gas refining processes with key equipment and facility design will be covered. This course will also highlight the current status of production of natural gas through unconventional sources/technics and the applications of natural gas.            INTENDED AUDIENCE :       Under graduate and post graduate students professional practitioner in the discipline of Chemical Engineering. Petroleum Engineering, Mechanical Engineering, Energy          PREREQUISITES :       Bachelor Degree in any Engineering discipline          INDUSTRY SUPPORT :       Petroleum Industries/companies: ONGC, OIL, GAIL, IOCL, etc.",160
noc23-ch56,Chemical Engineering,aspen plusï¿½ simulation software - a basic course for beginners,Prof. Prabirkumar Saha,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Computational Chemical Engineering,https://onlinecourses.nptel.ac.in/noc23_ch56/preview,https://onlinecourses.nptel.ac.in/noc23_ch34/preview,https://nptel.ac.in/courses/103103209,"ABOUT THE COURSE :    Aspen Plus is a process modeling tool used for process monitoring, optimization and conceptual design, especially by chemical process industries. This is a simple course on Aspen Plus Simulation engine that will teach one how to model the most common unit operations of a chemical plant. Basic unit operations such as Pump, Reactor, Valve, Heater, Distillation Column etc. will be demonstrated which would be helpful for students, teachers, engineers and researchers in the area of R&amp;D and Plant Design/Operation. The course is didactic, with a lot of applied theory and case studies. At the end of the course one will be able to setup a simulation, run it, get design parameters, optimize and get results. This is highly recommended for those who are willing to take a career in simulation/modeling via software.        References and screen images from Aspen Plus®  are reprinted with permission from Aspen Technology, Inc. AspenTech®, Aspen Plus® and AspenTech leaf logo are trademarks of Aspen Technology, Inc. All rights reserved.                  INTENDED AUDIENCE  :    Final year UG chemical engineering students and PG students having chemical engineering background. People from chemical process industries may also get benefitted with this course.          PREREQUISITES  :    People having Chemical Engineering background who have passed the following courses: Mass Transfer, Heat Transfer, Chemical Reaction Engineering, Fluid Mechanics, Chemical Engineering Thermodynamics, and Mechanical Operations.        INDUSTRY SUPPORT  :    All chemical process industries such as Reliance petrochem, Shell, IOCL, etc.","Chemical Engineeringaspen plusï¿½ simulation software - a basic course for beginnersABOUT THE COURSE :    Aspen Plus is a process modeling tool used for process monitoring, optimization and conceptual design, especially by chemical process industries. This is a simple course on Aspen Plus Simulation engine that will teach one how to model the most common unit operations of a chemical plant. Basic unit operations such as Pump, Reactor, Valve, Heater, Distillation Column etc. will be demonstrated which would be helpful for students, teachers, engineers and researchers in the area of R&amp;D and Plant Design/Operation. The course is didactic, with a lot of applied theory and case studies. At the end of the course one will be able to setup a simulation, run it, get design parameters, optimize and get results. This is highly recommended for those who are willing to take a career in simulation/modeling via software.        References and screen images from Aspen Plus®  are reprinted with permission from Aspen Technology, Inc. AspenTech®, Aspen Plus® and AspenTech leaf logo are trademarks of Aspen Technology, Inc. All rights reserved.                  INTENDED AUDIENCE  :    Final year UG chemical engineering students and PG students having chemical engineering background. People from chemical process industries may also get benefitted with this course.          PREREQUISITES  :    People having Chemical Engineering background who have passed the following courses: Mass Transfer, Heat Transfer, Chemical Reaction Engineering, Fluid Mechanics, Chemical Engineering Thermodynamics, and Mechanical Operations.        INDUSTRY SUPPORT  :    All chemical process industries such as Reliance petrochem, Shell, IOCL, etc.",519
noc23-ch57,Chemical Engineering,mass transfer operations - i,Prof. Bishnupada Mandal,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Minor 1 in Chemical,https://onlinecourses.nptel.ac.in/noc23_ch57/preview,https://onlinecourses.nptel.ac.in/noc22_ch50/preview,https://nptel.ac.in/courses/103103145,"ABOUT THE COURSE:    This course will provide an overview of mass transfer operation at basic to an intermediate level. Coverage will be relatively broad. This course applies the concepts of diffusion and interphase mass transfer to the analysis of different mass transfer operations such as absorption and distillation. The goal is to provide students with the theoretical/analytical background to understand mass transfer operations as well as application and to tackle the sort of complex problems.            INTENDED AUDIENCE  :    B.Tech in Chemical Engineering and allied disciplines            INDUSTRY SUPPORT       :   Almost all chemical industries including IOCL, OIL, ONGC, etc","Chemical Engineeringmass transfer operations - iABOUT THE COURSE:    This course will provide an overview of mass transfer operation at basic to an intermediate level. Coverage will be relatively broad. This course applies the concepts of diffusion and interphase mass transfer to the analysis of different mass transfer operations such as absorption and distillation. The goal is to provide students with the theoretical/analytical background to understand mass transfer operations as well as application and to tackle the sort of complex problems.            INTENDED AUDIENCE  :    B.Tech in Chemical Engineering and allied disciplines            INDUSTRY SUPPORT       :   Almost all chemical industries including IOCL, OIL, ONGC, etc",123
noc23-ch58,Chemical Engineering,thermal processing of foods,Prof. R. Anandalakshmi,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ch58/preview,https://onlinecourses.nptel.ac.in/noc22_ch59/preview,https://nptel.ac.in/courses/126103017,"ABOUT THE COURSE:      The Food and Agriculture Organization (FAO) of the United Nations (UN) issued a report on the importance and complexities associated with feeding the projected 9.1 billion world population in 2050. Sustainable production of safe and nutritious foods, development of foods that have a long shelf life and foods that are either ready-to-eat or easy to are of greater importance towards meeting this goal. Understanding “Food Engineering” and “Thermal Processing of Foods” serves as basic requirement means of meeting this goal.                INTENDED AUDIENCE   : The target audience for this course is               BTech/MSc/MTech/PhD students or faculties from reputed academic and technical institutions interested in acquiring knowledge of thermal food processing technologies     Those who are pursuing a career as a chemical engineer or food engineer or biotechnologist designing thermal processing technologies for food processing or working with thermal processing of   foods     Executives, engineers and researchers from manufacturing, service and government organizations including R&amp;D laboratories working in the area of thermal food processing                INDUSTRY SUPPORT   : Food Corporation of India, Department of food &amp; Public Distribution, India Central Food Technological Research Institute, Institute of Food Security and Central Warehousing Corporation. Some of the private sectors are Amul, Perfetti Van Melle India Pvt. Ltd., Parley Products Ltd., PepsiCo India Ltd. etc","Chemical Engineeringthermal processing of foodsABOUT THE COURSE:      The Food and Agriculture Organization (FAO) of the United Nations (UN) issued a report on the importance and complexities associated with feeding the projected 9.1 billion world population in 2050. Sustainable production of safe and nutritious foods, development of foods that have a long shelf life and foods that are either ready-to-eat or easy to are of greater importance towards meeting this goal. Understanding “Food Engineering” and “Thermal Processing of Foods” serves as basic requirement means of meeting this goal.                INTENDED AUDIENCE   : The target audience for this course is               BTech/MSc/MTech/PhD students or faculties from reputed academic and technical institutions interested in acquiring knowledge of thermal food processing technologies     Those who are pursuing a career as a chemical engineer or food engineer or biotechnologist designing thermal processing technologies for food processing or working with thermal processing of   foods     Executives, engineers and researchers from manufacturing, service and government organizations including R&amp;D laboratories working in the area of thermal food processing                INDUSTRY SUPPORT   : Food Corporation of India, Department of food &amp; Public Distribution, India Central Food Technological Research Institute, Institute of Food Security and Central Warehousing Corporation. Some of the private sectors are Amul, Perfetti Van Melle India Pvt. Ltd., Parley Products Ltd., PepsiCo India Ltd. etc",22
noc23-ch59,Chemical Engineering,introduction to interfacial waves,Prof. Ratul Dasgupta,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,Minor 3 in Chemical,https://onlinecourses.nptel.ac.in/noc23_ch59/preview,https://onlinecourses.nptel.ac.in/noc22_ch61/preview,https://nptel.ac.in/courses/103101209,"ABOUT THE COURSE:    The course is an introduction to the rich field of interfacial waves. The first half of the course prepares the student for studying wave phenomena by introducing discrete mechanical analogues of wave phenomena in fluid systems. The basic principles of normal mode analysis are introduced through point-mass systems connected through springs. The exact solution to the (nonlinear) pendulum equation is used to introduce the notion of amplitude dependence on frequency of the oscillator. The Kapitza pendulum is introduced as a discrete analogue for Faraday waves. Basic perturbation techniques are then introduced for subsequent use. The second half of the course introduces basics of interfacial waves viz. shallow and deep-water approximations, phase and group velocity, frequency and amplitude dispersion etc.. Capillary as well as capillary-gravity waves in various base state geometries (rectilinear, spherical (drops and bubbles), cylindrical (filaments) are taught and the corresponding dispersion relation derived. The Stokes travelling wave is derived using the Lindstedt-Poincare technique and the amplitude dependence in the dispersion relation is highlighted. Side-band instability of the Stokes wave is discussed. Introductory ideas in resonant interactions among surface gravity waves are discussed. The fundamental aspects studied in the course will be related to various engineering applications continuously.                INTENDED AUDIENCE     :     Chemical &amp; Mechanical Engineering students                  PRE-REQUISITES     :     Introductory Transport Phenomena / Fluid Mechanics                  INDUSTRY SUPPORT     :     Industrial personnel working on two phase flows","Chemical Engineeringintroduction to interfacial wavesABOUT THE COURSE:    The course is an introduction to the rich field of interfacial waves. The first half of the course prepares the student for studying wave phenomena by introducing discrete mechanical analogues of wave phenomena in fluid systems. The basic principles of normal mode analysis are introduced through point-mass systems connected through springs. The exact solution to the (nonlinear) pendulum equation is used to introduce the notion of amplitude dependence on frequency of the oscillator. The Kapitza pendulum is introduced as a discrete analogue for Faraday waves. Basic perturbation techniques are then introduced for subsequent use. The second half of the course introduces basics of interfacial waves viz. shallow and deep-water approximations, phase and group velocity, frequency and amplitude dispersion etc.. Capillary as well as capillary-gravity waves in various base state geometries (rectilinear, spherical (drops and bubbles), cylindrical (filaments) are taught and the corresponding dispersion relation derived. The Stokes travelling wave is derived using the Lindstedt-Poincare technique and the amplitude dependence in the dispersion relation is highlighted. Side-band instability of the Stokes wave is discussed. Introductory ideas in resonant interactions among surface gravity waves are discussed. The fundamental aspects studied in the course will be related to various engineering applications continuously.                INTENDED AUDIENCE     :     Chemical &amp; Mechanical Engineering students                  PRE-REQUISITES     :     Introductory Transport Phenomena / Fluid Mechanics                  INDUSTRY SUPPORT     :     Industrial personnel working on two phase flows",398
noc23-ch60,Chemical Engineering,chemical process control,Prof. Sujit Jogwar,IITB,IITB,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,Computational Chemical Engineering,https://onlinecourses.nptel.ac.in/noc23_ch60/preview,https://onlinecourses.nptel.ac.in/noc21_ch38/preview,https://nptel.ac.in/courses/103101142,"In this course, we will begin with the dynamic analysis of chemical engineering systems which will tell us how these systems behave. After knowing their behavior, we will move to controlling this behavior as per our choice with the help of a control system. Lastly, using advanced controller, we will see how this can be achieved in the most intelligent way.             INTENDED AUDIENCE        :     Chemical Engineering, System and Control Engineering                PREREQUISITES             : Material and Energy balances","Chemical Engineeringchemical process controlIn this course, we will begin with the dynamic analysis of chemical engineering systems which will tell us how these systems behave. After knowing their behavior, we will move to controlling this behavior as per our choice with the help of a control system. Lastly, using advanced controller, we will see how this can be achieved in the most intelligent way.             INTENDED AUDIENCE        :     Chemical Engineering, System and Control Engineering                PREREQUISITES             : Material and Energy balances",45
noc23-ch61,Chemical Engineering,transport processes,Prof. V Kumaran,IISc,IISc,12 Weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Minor 3 in Chemical,https://onlinecourses.nptel.ac.in/noc23_ch61/preview,,https://nptel.ac.in/courses/103108220,"ABOUT THE COURSE:      The study of transport phenomena an essential part of chemical engineering, and other disciplines concerned with material transformations such as biomedical engineering, microfluidics, reactor design and metallurgy. Material transformations require the motion of constituents relative to each other, the transfer of heat across materials and fluid flow. This course introduces the student to the fundamentals and applications of transport phenomena in a single volume, and explains how the outcomes of transformation processes depend on fluid flow and heat/mass transfer. It demonstrates the progression from physical concepts to the mathematical formulation, followed by the solution techniques for predicting outcomes in industrial applications. This course also provides a foundation for advanced courses in fluid mechanics, multiphase flows and turbulence.              INTENDED AUDIENCE:     BE/B. Tech 3rd Year Chemical Engineering/Biochemical Engineering/Materials Engineering                  PREREQUISITES:     Undergraduate mathematics, linear algebra, ordinary differential equations.                  INDUSTRY SUPPORT:     Companies that design or operate processes for material transformations.","Chemical Engineeringtransport processesABOUT THE COURSE:      The study of transport phenomena an essential part of chemical engineering, and other disciplines concerned with material transformations such as biomedical engineering, microfluidics, reactor design and metallurgy. Material transformations require the motion of constituents relative to each other, the transfer of heat across materials and fluid flow. This course introduces the student to the fundamentals and applications of transport phenomena in a single volume, and explains how the outcomes of transformation processes depend on fluid flow and heat/mass transfer. It demonstrates the progression from physical concepts to the mathematical formulation, followed by the solution techniques for predicting outcomes in industrial applications. This course also provides a foundation for advanced courses in fluid mechanics, multiphase flows and turbulence.              INTENDED AUDIENCE:     BE/B. Tech 3rd Year Chemical Engineering/Biochemical Engineering/Materials Engineering                  PREREQUISITES:     Undergraduate mathematics, linear algebra, ordinary differential equations.                  INDUSTRY SUPPORT:     Companies that design or operate processes for material transformations.",296
noc23-ch62,Chemical Engineering,trace and ultra-trace analysis of metals using atomic absorption spectrometry,Prof. J R Mudakavi,IISc,IISc,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ch62/preview,https://onlinecourses.nptel.ac.in/noc22_ch41/preview,https://nptel.ac.in/courses/103108127,"ABOUT THE COURSE:    Introduction to pollution control monitoring, Introduction to Atomic Absorption Spectroscopy, Theoretical Principals of Atomic Absorption and emission phenomenon, Instrumentation,  Optical benchmarking, flame and flame emission, absorption and flameless ETAAS, hydride generation, Cold vapor mercury analysis, Practice of Spectrophotometry, Applications of Absorption Spectrometry to pollution monitoring, Ambient Air Monitoring, Industrial Effluents and Metal Ions, Continuous Monitoring and Bio Chemical Analysis.          This course is useful for the determination of metals as ions in µg, ng, pg levels in aqueous and nonaqueous solutions. It has applicability to air pollution, water and solid waste matrices. A emphasis is laid on fundamentals of atomic structure, spectroscopy, instrumentation, method development and industrial applications. The course will be useful for chemists, chemical engineers, metallurgists, biotechnologists and NGOs.                      INTENDED AUDIENCE :   Chemists and Chemical Engineers, Environmental Engineers Environmental Scientists, Civil Engineers, Pollution Control  Administrators.            PREREQUISITES :   10+2+3 years of BE/BSc Basic knowledge of  differential  calculus and integration","Chemical Engineeringtrace and ultra-trace analysis of metals using atomic absorption spectrometryABOUT THE COURSE:    Introduction to pollution control monitoring, Introduction to Atomic Absorption Spectroscopy, Theoretical Principals of Atomic Absorption and emission phenomenon, Instrumentation,  Optical benchmarking, flame and flame emission, absorption and flameless ETAAS, hydride generation, Cold vapor mercury analysis, Practice of Spectrophotometry, Applications of Absorption Spectrometry to pollution monitoring, Ambient Air Monitoring, Industrial Effluents and Metal Ions, Continuous Monitoring and Bio Chemical Analysis.          This course is useful for the determination of metals as ions in µg, ng, pg levels in aqueous and nonaqueous solutions. It has applicability to air pollution, water and solid waste matrices. A emphasis is laid on fundamentals of atomic structure, spectroscopy, instrumentation, method development and industrial applications. The course will be useful for chemists, chemical engineers, metallurgists, biotechnologists and NGOs.                      INTENDED AUDIENCE :   Chemists and Chemical Engineers, Environmental Engineers Environmental Scientists, Civil Engineers, Pollution Control  Administrators.            PREREQUISITES :   10+2+3 years of BE/BSc Basic knowledge of  differential  calculus and integration",531
